text,intent
Remove all playlist entries.,clear
Remove all my playlist content.,clear
Clear my playlist now.,clear
Clear my music list.,clear
I'd like to clear my playlist completely.,clear
Clear the songs in my playlist.,clear
Add a song to my playlist.,add
Can you put a song on my list?,add
I'd like to add a song.,add
Please add a song.,add
Could you add a song for me?,add
Add another song to my playlist.,add
Add something new to my playlist.,add
Could you add any song to my playlist?,add
I'd like another song in my playlist.,add
"Put a song in my playlist, please.",add
Please put a song on my playlist.,add
Would you add a song to my list?,add
Could you insert a song to my playlist?,add
Let me add a song to my playlist.,add
I want to add a song to my playlist.,add
Add 'Don't Start Now'.,add
Please add 'Believer'.,add
Can you add 'Circles'?,add
I'd like to add 'Bohemian Rhapsody'.,add
Put 'Uptown Funk' in my playlist.,add
Add 'First Class' to my playlist.,add
Add 'Peaches' to my list.,add
Could you put 'Take On Me' on my playlist?,add
Add 'Billie Jean' to my music.,add
I want to add 'Poker Face'.,add
Add 'God's Plan'.,add
Please add 'Blinding Lights'.,add
Can you add 'Radioactive'?,add
I'd like to add '7 Rings'.,add
Put 'Let It Be' in my playlist.,add
Add 'vampire' to my playlist.,add
Add 'Cupid' to my list.,add
Could you put 'No Tears Left To Cry' on my playlist?,add
Add 'Unholy' to my music.,add
I want to add 'Goosebumps'.,add
Add 'Bad Habits'.,add
Please add 'Wonderwall'.,add
Can you add 'About Damn Time'?,add
I'd like to add 'Dynamite'.,add
Put 'Intentions' in my playlist.,add
Add 'Cheap Thrills' to my playlist.,add
Add 'Despacito' to my list.,add
Could you put 'Heat Waves' on my playlist?,add
Add 'Hey Jude' to my music.,add
I want to add 'Kiss Me More'.,add
Add 'Stay'.,add
Please add 'Yesterday'.,add
Can you add 'Industry Baby'?,add
I'd like to add 'Royals'.,add
Put 'Easy On Me' in my playlist.,add
Add 'Thinking Out Loud' to my playlist.,add
Add 'Paint The Town Red' to my list.,add
Could you put 'Somebody That I Used to Know' on my playlist?,add
Add 'Shape of You' to my music.,add
I want to add 'Memories'.,add
Add 'Bad Habits' by The Weeknd.,add
Please add 'Wonderwall' by Post Malone to my playlist.,add
Can you add 'About Damn Time' by Dua Lipa?,add
I'd like to add 'Dynamite' by Karol G.,add
Put 'Intentions' by Doja Cat in my playlist.,add
Add 'Cheap Thrills' by Drake to my list.,add
Please put 'Despacito' by Olivia Rodrigo on my playlist.,add
Could you add 'Heat Waves' by Katy Perry to my playlist?,add
I want to add 'Hey Jude' by Imagine Dragons.,add
Add the track 'Kiss Me More' by Shakira.,add
Add 'Stay' by J Balvin.,add
Please add 'Yesterday' by Travis Scott to my playlist.,add
Can you add 'Industry Baby' by Calvin Harris?,add
I'd like to add 'Royals' by Beyoncé.,add
Put 'Easy On Me' by Maroon 5 in my playlist.,add
Add 'Thinking Out Loud' by SZA to my list.,add
Please put 'Paint The Town Red' by Maluma on my playlist.,add
Could you add 'Somebody That I Used to Know' by John Lennon to my playlist?,add
I want to add 'Shape of You' by Coldplay.,add
Add the track 'Memories' by Michael Jackson.,add
Add 'abcdefu' by Bruno Mars.,add
Please add 'Say So' by Lizzo to my playlist.,add
Can you add 'Anti-Hero' by Camila Cabello?,add
I'd like to add 'Sicko Mode' by Miley Cyrus.,add
Put 'Break My Soul' by Eagles in my playlist.,add
Add 'Counting Stars' by Adele to my list.,add
Please put 'Sad!' by Lil Nas X on my playlist.,add
Could you add 'Running Up That Hill' by Queen to my playlist?,add
I want to add 'Watermelon Sugar' by Lady Gaga.,add
Add the track 'In My Feelings' by Ed Sheeran.,add
Add 'Sunflower' by Harry Styles.,add
Please add 'Shallow' by Selena Gomez to my playlist.,add
Can you add 'Bad Guy' by Justin Bieber?,add
I'd like to add 'Enemy' by Oasis.,add
Put 'Girls Like You' by The Beatles in my playlist.,add
Add 'Rolling in the Deep' by Billie Eilish to my list.,add
Please put 'Taki Taki' by Rihanna on my playlist.,add
Could you add 'Lucid Dreams' by Taylor Swift to my playlist?,add
I want to add 'Imagine' by Sam Smith.,add
Add the track 'Ghost' by Bad Bunny.,add
Remove a song from my playlist.,remove
Can you delete a song from my list?,remove
I'd like to remove a song.,remove
Please remove a song.,remove
Could you get rid of a song?,remove
Take a song off my playlist.,remove
Remove one of the songs.,remove
Delete a song from my collection.,remove
Please delete a song for me.,remove
Take away a song from my playlist.,remove
Can you remove a song for me?,remove
Get rid of a song in my playlist.,remove
I want to remove a song from my playlist.,remove
Delete one song from my playlist.,remove
Remove something from my playlist.,remove
Remove 'Easy On Me' from my playlist.,remove
Please remove 'First Class'.,remove
Can you delete 'Thinking Out Loud'?,remove
I'd like to remove 'Sunflower'.,remove
Take 'God's Plan' off my playlist.,remove
Remove 'Sicko Mode'.,remove
Delete 'Running Up That Hill' from my list.,remove
Could you remove 'Halo'?,remove
Take 'Don't Start Now' out of my playlist.,remove
Delete 'Bad Guy'.,remove
Remove 'Enemy' from my playlist.,remove
Please remove '7 Rings'.,remove
Can you delete 'Taki Taki'?,remove
I'd like to remove 'Someone Like You'.,remove
Take 'Paint The Town Red' off my playlist.,remove
Remove 'Anti-Hero'.,remove
Delete 'Bad Habits' from my list.,remove
Could you remove 'Somebody That I Used to Know'?,remove
Take 'Bohemian Rhapsody' out of my playlist.,remove
Delete 'abcdefu'.,remove
Remove 'Chandelier' from my playlist.,remove
Please remove 'Thriller'.,remove
Can you delete 'Memories'?,remove
I'd like to remove 'Last Night'.,remove
Take 'Shallow' off my playlist.,remove
Remove 'Royals'.,remove
Delete 'No Tears Left To Cry' from my list.,remove
Could you remove 'Stay'?,remove
Take 'Billie Jean' out of my playlist.,remove
Delete 'Goosebumps'.,remove
Remove 'Uptown Funk' from my playlist.,remove
Please remove 'Sweet Child O' Mine'.,remove
Can you delete 'Poker Face'?,remove
I'd like to remove 'Blinding Lights'.,remove
Take 'Radioactive' off my playlist.,remove
Remove 'Ghost'.,remove
Delete 'Sad!' from my list.,remove
Could you remove 'Break My Soul'?,remove
Take 'Hey Jude' out of my playlist.,remove
Delete 'All of Me'.,remove
Remove 'Chandelier' by Doja Cat from my playlist.,remove
Please remove 'Thriller' by Justin Bieber.,remove
Can you delete 'Memories' by Drake?,remove
I'd like to remove 'Last Night' by Ed Sheeran.,remove
Take 'Shallow' by Oasis off the list.,remove
Delete 'Royals' by Camila Cabello from my collection.,remove
Could you remove 'No Tears Left To Cry' by J Balvin?,remove
Take 'Stay' by Imagine Dragons out of my playlist.,remove
Please delete 'Billie Jean' by Dua Lipa.,remove
Get rid of 'Goosebumps' by Lady Gaga from my playlist.,remove
Remove 'Uptown Funk' by Karol G from my playlist.,remove
Please remove 'Sweet Child O' Mine' by The Weeknd.,remove
Can you delete 'Poker Face' by Billie Eilish?,remove
I'd like to remove 'Blinding Lights' by Olivia Rodrigo.,remove
Take 'Radioactive' by Taylor Swift off the list.,remove
Delete 'Ghost' by Katy Perry from my collection.,remove
Could you remove 'Sad!' by Lizzo?,remove
Take 'Break My Soul' by John Lennon out of my playlist.,remove
Please delete 'Hey Jude' by Coldplay.,remove
Get rid of 'All of Me' by Michael Jackson from my playlist.,remove
Remove 'Dynamite' by Queen from my playlist.,remove
Please remove 'Cheap Thrills' by Shakira.,remove
Can you delete 'Stayin' Alive' by Adele?,remove
I'd like to remove 'Shape of You' by Post Malone.,remove
Take 'About Damn Time' by Eagles off the list.,remove
Delete 'Lose Yourself' by Calvin Harris from my collection.,remove
Could you remove 'Hotel California' by Miley Cyrus?,remove
Take 'Imagine' by SZA out of my playlist.,remove
Please delete 'Let It Be' by Bruno Mars.,remove
Get rid of 'Intentions' by Maroon 5 from my playlist.,remove
Remove 'Industry Baby' by Maluma from my playlist.,remove
Please remove 'Kiss Me More' by Bad Bunny.,remove
Can you delete 'Despacito' by The Beatles?,remove
I'd like to remove 'Flowers' by Lil Nas X.,remove
Take 'Heat Waves' by Beyoncé off the list.,remove
Delete 'Can't Stop the Feeling' by Harry Styles from my collection.,remove
Could you remove 'Take On Me' by Sam Smith?,remove
Take 'Believer' by Selena Gomez out of my playlist.,remove
Please delete 'Cupid' by Rihanna.,remove
Get rid of 'Senorita' by Travis Scott from my playlist.,remove
